index,xy,r,theta,value
"(0.69230769, 1.0)",[0.69230769 1.        ],1.2162606372127382,0.9652516647499265,(0.34584442870498505-0.9419160825423116j)
"(0.84615385, 1.0)",[0.84615385 1.        ],1.3099527998633471,0.8685393930445102,(0.9879046300121174-0.227584259550642j)
"(1.0, 1.0)",[1. 1.],1.4142135623730951,0.7853981633974483,(0.725860912369022+0.709207491827009j)
"(1.15384615, 1.0)",[1.15384615 1.        ],1.526879477191904,0.7140907002619042,(-0.21986507391350818+0.99357004121945j)
"(1.30769231, 1.0)",[1.30769231 1.        ],1.6462257371433409,0.6528466302492459,(-0.976694791147233+0.33893621063531637j)
"(1.46153846, 1.0)",[1.46153846 1.        ],1.7709022192258872,0.6000502138923196,(-0.8279240198622176-0.6621927983063163j)
"(1.61538462, 1.0)",[1.61538462 1.        ],1.8998598554979111,0.5543074949228627,(0.1056305918668984-1.0793733464871718j)
"(1.76923077, 1.0)",[1.76923077 1.        ],2.032283818150111,0.5144513128727813,(0.9678232696853017-0.516641712848759j)
"(1.92307692, 1.0)",[1.92307692 1.        ],2.167538890132467,0.47951929264750803,(0.9661668630340443+0.51313132825342j)
"(2.07692308, 1.0)",[2.07692308 1.        ],2.305126781814112,0.4487233434316566,(0.1107194319306651+1.070176276067456j)
"(2.23076923, 1.0)",[2.23076923 1.        ],2.444653627308947,0.4214192070165171,(-0.806504361980127+0.6656833992912751j)
"(2.38461538, 1.0)",[2.38461538 1.        ],2.5858055825085815,0.3970794459152478,(-0.9620346655671042-0.2976922705422381j)
"(2.53846154, 1.0)",[2.53846154 1.        ],2.7283304400418897,0.37527082264928,(-0.26003557346371814-0.9272217600853724j)
"(2.69230769, 1.0)",[2.69230769 1.        ],2.87202379823586,0.35563588458053025,(0.6118561119628313-0.6819877330273567j)
"(2.84615385, 1.0)",[2.84615385 1.        ],3.0167187038021663,0.33787818781765167,(0.8558450885387796+0.14901234000057936j)
"(3.0, 1.0)",[3. 1.],3.1622776601683795,0.3217505543966422,(0.30450000122569254+0.7633872822687452j)
"(-3.0, 1.15384615)",[-3.          1.15384615],3.214243447200262,2.7744188208884126,(0.04549593404905575+0.4017198058528029j)
"(-2.84615385, 1.15384615)",[-2.84615385  1.15384615],3.071148429454305,2.756435148857436,(0.36933824031242724+0.18689602364987026j)
"(-2.69230769, 1.15384615)",[-2.69230769  1.15384615],2.929143498619171,2.7367008682012615,(0.37184699778322494-0.2041070159713369j)
"(-2.53846154, 1.15384615)",[-2.53846154  1.15384615],2.7883952244846846,2.7149651619469353,(0.0524110233188291-0.4319113455604288j)
"(-2.38461538, 1.15384615)",[-2.38461538  1.15384615],2.6491038953582713,2.6909313280572205,(-0.3206784751398132-0.3109441836409659j)
"(-2.23076923, 1.15384615)",[-2.23076923  1.15384615],2.5115119540596686,2.6642472724356336,(-0.45571969832899356+0.05499187807452931j)
"(-2.07692308, 1.15384615)",[-2.07692308  1.15384615],2.3759146487419343,2.6344941512414812,(-0.2659608940519453+0.3901441289391382j)
"(-1.92307692, 1.15384615)",[-1.92307692  1.15384615],2.242673801092461,2.601173154083915,(0.10066152220096611+0.47563441083709784j)
"(-1.76923077, 1.15384615)",[-1.76923077  1.15384615],2.112235416658052,2.5636907183516855,(0.4105424169777253+0.28726319067096184j)
"(-1.61538462, 1.15384615)",[-1.61538462  1.15384615],1.985151986222306,2.5213431705349,(0.5155087792526903-0.03810942427229452j)
"(-1.46153846, 1.15384615)",[-1.46153846  1.15384615],1.862110525164657,2.4733032358684244,(0.4165692695944093-0.3338069580244348j)
"(-1.30769231, 1.15384615)",[-1.30769231  1.15384615],1.7439667759171784,2.418613302717485,(0.21228165170448823-0.5094746092111228j)
"(-1.15384615, 1.15384615)",[-1.15384615  1.15384615],1.6317848742219805,2.356194490192345,(0.010363499723979382-0.5715279225594325j)
"(-1.0, 1.15384615)",[-1.          1.15384615],1.526879477191904,2.2848870270568007,(-0.12316149422103198-0.5806612037429556j)
"(-0.84615385, 1.15384615)",[-0.84615385  1.15384615],1.4308519405374007,2.203545165554305,(-0.1590124172780529-0.5982346936012714j)
"(-0.69230769, 1.15384615)",[-0.69230769  1.15384615],1.345604278940491,2.1112158270654806,(-0.07199383670866212-0.6456542932483527j)
"(-0.53846154, 1.15384615)",[-0.53846154  1.15384615],1.2733034861842616,2.0074234889807006,(0.1692715974912728-0.6662024054477046j)
"(-0.38461538, 1.15384615)",[-0.38461538  1.15384615],1.216260633418005,1.892546878591539,(0.5306453812921426-0.5048542962291975j)
"(-0.23076923, 1.15384615)",[-0.23076923  1.15384615],1.1766968069067814,1.7681918866447774,(0.780234184292332-0.024847887536910283j)
"(-0.07692308, 1.15384615)",[-0.07692308  1.15384615],1.1564074100880315,1.6373644934468266,(0.5652243595837756+0.5991750358176086j)
"(0.07692308, 1.15384615)",[0.07692308 1.15384615],1.1564074100880315,1.5042281601429666,(-0.1367318303855002+0.8462871608509086j)
"(0.23076923, 1.15384615)",[0.23076923 1.15384615],1.1766968069067814,1.373400766945016,(-0.7918361336016727+0.39218394244318516j)
"(0.38461538, 1.15384615)",[0.38461538 1.15384615],1.216260633418005,1.2490457749982544,(-0.7906770859202751-0.4394526993077042j)
"(0.53846154, 1.15384615)",[0.53846154 1.15384615],1.2733034861842616,1.1341691646090926,(-0.07618403287105065-0.9204854080807344j)
"(0.69230769, 1.15384615)",[0.69230769 1.15384615],1.345604278940491,1.0303768265243125,(0.7452042664866507-0.5842088829888779j)
"(0.84615385, 1.15384615)",[0.84615385 1.15384615],1.4308519405374007,0.938047488035488,(0.9190172075192221+0.3066985198427325j)
"(1.0, 1.15384615)",[1.         1.15384615],1.526879477191904,0.8567056265329924,(0.2494625146210326+0.9476199405328394j)
"(1.15384615, 1.15384615)",[1.15384615 1.15384615],1.6317848742219805,0.7853981633974483,(-0.6709423693357566+0.7216250875038244j)
"(1.30769231, 1.15384615)",[1.30769231 1.15384615],1.7439667759171784,0.722979350872308,(-0.9795412635018497-0.1957834526540361j)
"(1.46153846, 1.15384615)",[1.46153846 1.15384615],1.862110525164657,0.668289417721369,(-0.35722173194782997-0.9615730016012414j)
"(1.61538462, 1.15384615)",[1.61538462 1.15384615],1.985151986222306,0.6202494830548935,(0.6410649564699926-0.8429130547342667j)
"(1.76923077, 1.15384615)",[1.76923077 1.15384615],2.112235416658052,0.5779019352381076,(1.0848886651760539+0.0783947445263463j)
"(1.92307692, 1.15384615)",[1.92307692 1.15384615],2.242673801092461,0.5404194995058782,(0.5435545230638695+0.9612614555532809j)
"(2.07692308, 1.15384615)",[2.07692308 1.15384615],2.3759146487419343,0.5070985023483118,(-0.4970860302135342+0.9878472070662063j)
"(2.23076923, 1.15384615)",[2.23076923 1.15384615],2.5115119540596686,0.4773453811541597,(-1.0848449372326865+0.13362660420910014j)
"(2.38461538, 1.15384615)",[2.38461538 1.15384615],2.6491038953582713,0.4506613255325729,(-0.6940938405810528-0.8120383117689185j)
"(2.53846154, 1.15384615)",[2.53846154 1.15384615],2.7883952244846846,0.4266274916428578,(0.2904512047499096-0.9928782356693674j)
"(2.69230769, 1.15384615)",[2.69230769 1.15384615],2.929143498619171,0.4048917853885317,(0.9536985210591845-0.2823251575892225j)
"(2.84615385, 1.15384615)",[2.84615385 1.15384615],3.071148429454305,0.3851575047323575,(0.7166441443282859+0.6252506124165821j)
"(3.0, 1.15384615)",[3.         1.15384615],3.214243447200262,0.3671738327013807,(-0.14302274026770093+0.8944204461322125j)
"(-3.0, 1.30769231)",[-3.          1.30769231],3.2726226757194508,2.73052810555352,(-0.18724990782691314+0.3507848378472551j)
"(-2.84615385, 1.30769231)",[-2.84615385  1.30769231],3.1321958616125776,2.71090014204647,(0.18388679432436228+0.3625532131298025j)
"(-2.69230769, 1.30769231)",[-2.69230769  1.30769231],2.9930886848314855,2.6894387902736345,(0.4103506526143134+0.06763669452602526j)
"(-2.53846154, 1.30769231)",[-2.53846154  1.30769231],2.855494032158412,2.665897434263103,(0.31167015016170396-0.29005253347837473j)
"(-2.38461538, 1.30769231)",[-2.38461538  1.30769231],2.7196414631648933,2.6399885978406727,(-0.027050466122163806-0.43530830104833285j)
"(-2.23076923, 1.30769231)",[-2.23076923  1.30769231],2.5858055872682946,2.611376879892809,(-0.3531799051150867-0.2741170109965238j)
"(-2.07692308, 1.30769231)",[-2.07692308  1.30769231],2.4543163320708725,2.5796710912052765,(-0.4535498089761885+0.06749527753917645j)
"(-1.92307692, 1.30769231)",[-1.92307692  1.30769231],2.325571761496476,2.544415993932564,(-0.28997119497631707+0.37059037470573436j)
"(-1.76923077, 1.30769231)",[-1.76923077  1.30769231],2.200053793694129,2.5050844371661456,(0.01795210480889041+0.48275800641899985j)
"(-1.61538462, 1.30769231)",[-1.61538462  1.30769231],2.0783470952094794,2.461071429456825,(0.30770054340894115+0.38920806103417427j)
"(-1.46153846, 1.30769231)",[-1.46153846  1.30769231],1.9611613517740727,2.4116929940380616,(0.47830785236810824+0.1761833980261555j)
"(-1.30769231, 1.30769231)",[-1.30769231  1.30769231],1.8493562002130017,2.356194490192345,(0.5214002683692145-0.050790435326500655j)
"(-1.15384615, 1.30769231)",[-1.15384615  1.30769231],1.7439667759171784,2.2937756776672047,(0.48964284663388935-0.2246291847178086j)
"(-1.0, 1.30769231)",[-1.          1.30769231],1.6462257371433409,2.2236429570441425,(0.44917597905650697-0.3251530857755263j)
"(-0.84615385, 1.30769231)",[-0.84615385  1.30769231],1.557573598743558,2.145101158237891,(0.4490753398051356-0.35385040681457913j)
"(-0.69230769, 1.30769231)",[-0.69230769  1.30769231],1.4796449287806424,2.0576955564980577,(0.5080253207098473-0.30232224811004377j)
"(-0.53846154, 1.30769231)",[-0.53846154  1.30769231],1.4142135650927365,1.9614033708771987,(0.5983066764133068-0.13862068101983072j)
"(-0.38461538, 1.30769231)",[-0.38461538  1.30769231],1.3630803968092566,1.8568477647861001,(0.6214408048942105+0.16089535174433098j)
"(-0.23076923, 1.30769231)",[-0.23076923  1.30769231],1.3278981945721324,1.7454685249306532,(0.42712765902010635+0.5211599707955674j)
"(-0.07692308, 1.30769231)",[-0.07692308  1.30769231],1.3099527998633471,1.6295521517519986,(-0.04495414855096882+0.7057796731803473j)
"(0.07692308, 1.30769231)",[0.07692308 1.30769231],1.3099527998633471,1.5120405018377947,(-0.5807237282476037+0.4604835381610502j)
"(0.23076923, 1.30769231)",[0.23076923 1.30769231],1.3278981945721324,1.3961241286591402,(-0.7562871011914276-0.1699219198235155j)
"(0.38461538, 1.30769231)",[0.38461538 1.30769231],1.3630803968092566,1.284744888803693,(-0.331571058941493-0.7339883549919012j)
"(0.53846154, 1.30769231)",[0.53846154 1.30769231],1.4142135650927365,1.1801892827125944,(0.4200529493315147-0.7189780361221579j)
"(0.69230769, 1.30769231)",[0.69230769 1.30769231],1.4796449287806424,1.0838970970917357,(0.8616050409354402-0.061672292947886474j)
"(0.84615385, 1.30769231)",[0.84615385 1.30769231],1.557573598743558,0.9964914953519022,(0.5554739315711357+0.7033226611875208j)
"(1.0, 1.30769231)",[1.         1.30769231],1.6462257371433409,0.9179496965456507,(-0.27886592169787505+0.8758884168845447j)
"(1.15384615, 1.30769231)",[1.15384615 1.30769231],1.7439667759171784,0.8478169759225885,(-0.8973476804223304+0.2501473546397234j)
"(1.30769231, 1.30769231)",[1.30769231 1.30769231],1.8493562002130017,0.7853981633974483,(-0.6992565595161949-0.6348405698470464j)
"(1.46153846, 1.30769231)",[1.46153846 1.30769231],1.9611613517740727,0.7298996595517314,(0.1777172627536632-0.9520810371120761j)
"(1.61538462, 1.30769231)",[1.61538462 1.30769231],2.0783470952094794,0.6805212241329679,(0.9352675614406204-0.3654853205466764j)
"(1.76923077, 1.30769231)",[1.76923077 1.30769231],2.200053793694129,0.6365082164236479,(0.843394597670526+0.6141206007008159j)
"(1.92307692, 1.30769231)",[1.92307692 1.30769231],2.325571761496476,0.597176659657229,(-0.05293389956917606+1.0753780562725554j)
"(2.07692308, 1.30769231)",[2.07692308 1.30769231],2.4543163320708725,0.5619215623845167,(-0.9430629267740059+0.5626674073311263j)
"(2.23076923, 1.30769231)",[2.23076923 1.30769231],2.5858055872682946,0.5302157736969839,(-0.9984675395176504-0.4743594161891513j)
"(2.38461538, 1.30769231)",[2.38461538 1.30769231],2.7196414631648933,0.5016040557491205,(-0.15804249323305614-1.087476815562863j)
"(2.53846154, 1.30769231)",[2.53846154 1.30769231],2.855494032158412,0.4756952193266902,(0.806500820347894-0.719138040706215j)
"(2.69230769, 1.30769231)",[2.69230769 1.30769231],2.9930886848314855,0.4521538633161587,(1.016386132131526+0.2748952070452652j)
"(2.84615385, 1.30769231)",[2.84615385 1.30769231],3.1321958616125776,0.43069251154332344,(0.30888424537096976+0.9704945853644495j)
"(3.0, 1.30769231)",[3.         1.30769231],3.2726226757194508,0.41106454803627324,(-0.6286200973358543+0.751142559016473j)
"(-3.0, 1.46153846)",[-3.          1.46153846],3.337078762939103,2.688253958149683,(-0.35479381467029264+0.1638092450646153j)
"(-2.84615385, 1.46153846)",[-2.84615385  1.46153846],3.1994822093471615,2.6671927717747645,(-0.08270706487710515+0.3902567477846201j)
"(-2.69230769, 1.46153846)",[-2.69230769  1.46153846],3.063431959044024,2.644249937324938,(0.2614104992980916+0.3125151577541814j)
"(-2.53846154, 1.46153846)",[-2.53846154  1.46153846],2.929143502820977,2.619189222590506,(0.4163087908610378-0.0014803655929972533j)
"(-2.38461538, 1.46153846)",[-2.38461538  1.46153846],2.7968706049067977,2.591739470519865,(0.2810922108667116-0.31951147783108913j)
"(-2.23076923, 1.46153846)",[-2.23076923  1.46153846],2.6669132021072537,2.5615898797065717,(-0.037789087876455775-0.43352036516584486j)
"(-2.07692308, 1.46153846)",[-2.07692308  1.46153846],2.5396267738185188,2.5283853059079444,(-0.3349688063662607-0.29311489840303373j)
"(-1.92307692, 1.46153846)",[-1.92307692  1.46153846],2.4154336070974622,2.4917222039141538,(-0.45535321215290575-0.0021624871429338087j)
"(-1.76923077, 1.46153846)",[-1.76923077  1.46153846],2.294835982717276,2.4511461972654383,(-0.37096084592982326+0.281838513011333j)
"(-1.61538462, 1.46153846)",[-1.61538462  1.46153846],2.178431119083575,2.4061528878594247,(-0.15740383465827165+0.44989503724622437j)
"(-1.46153846, 1.46153846)",[-1.46153846  1.46153846],2.0669275120618877,2.356194490192345,(0.08063761509149538+0.4808754484189435j)
"(-1.30769231, 1.46153846)",[-1.30769231  1.46153846],1.9611613517740727,2.300695986346628,(0.270642815992936+0.4188987649841037j)
"(-1.15384615, 1.46153846)",[-1.15384615  1.46153846],1.862110525164657,2.2390857445162657,(0.39025275730754905+0.3283787101694849j)
"(-1.0, 1.46153846)",[-1.          1.46153846],1.7709022192258872,2.1708465406872164,(0.45087085383090275+0.26215325493747516j)
"(-0.84615385, 1.46153846)",[-0.84615385  1.46153846],1.6888075698341107,2.09559210087239,(0.469977575823005+0.25237102282921525j)
"(-0.69230769, 1.46153846)",[-0.69230769  1.46153846],1.6172150777470224,2.0131705488892884,(0.44812494236016814+0.3125553616933847j)
"(-0.53846154, 1.46153846)",[-0.53846154  1.46153846],1.5575735938049102,1.9237867158900999,(0.35776900146361507+0.432742121929795j)
"(-0.38461538, 1.46153846)",[-0.38461538  1.46153846],1.511298666905955,1.8281200390716847,(0.15492543027522201+0.5588789069230232j)
"(-0.23076923, 1.46153846)",[-0.23076923  1.46153846],1.4796449261812663,1.7273982034255606,(-0.16923991000023328+0.5772231020411623j)
"(-0.07692308, 1.46153846)",[-0.07692308  1.46153846],1.4635613517361883,1.6233793905605345,(-0.5113917985129183+0.36032039799447146j)
"(0.07692308, 1.46153846)",[0.07692308 1.46153846],1.4635613517361883,1.5182132630292589,(-0.6460519094275363-0.09805716081018334j)
"(0.23076923, 1.46153846)",[0.23076923 1.46153846],1.4796449261812663,1.4141944501642327,(-0.3814680985142313-0.5688202777457642j)
"(0.38461538, 1.46153846)",[0.38461538 1.46153846],1.511298666905955,1.3134726145181086,(0.2006084790712796-0.6863633853510408j)
"(0.53846154, 1.46153846)",[0.53846154 1.46153846],1.5575735938049102,1.2178059376996935,(0.6923384549591463-0.2703384951555905j)
"(0.69230769, 1.46153846)",[0.69230769 1.46153846],1.6172150777470224,1.1284221047005047,(0.6529181764084389+0.41906954860280254j)
"(0.84615385, 1.46153846)",[0.84615385 1.46153846],1.6888075698341107,1.0460005527174034,(0.037732399371069585+0.8122787428666491j)
"(1.0, 1.46153846)",[1.         1.46153846],1.7709022192258872,0.9707461129025771,(-0.6679544804644983+0.5179388627700741j)
"(1.15384615, 1.46153846)",[1.15384615 1.46153846],1.862110525164657,0.9025069090735277,(-0.8243865351049364-0.26415735836849097j)
"(1.30769231, 1.46153846)",[1.30769231 1.46153846],1.9611613517740727,0.8408966672431651,(-0.2351462696101694-0.8481910893065294j)
"(1.46153846, 1.46153846)",[1.46153846 1.46153846],2.0669275120618877,0.7853981633974483,(0.6056445758637669-0.6661444531177827j)
"(1.61538462, 1.46153846)",[1.61538462 1.46153846],2.178431119083575,0.7354397657303684,(0.9173584330669584+0.16802284001518322j)
"(1.76923077, 1.46153846)",[1.76923077 1.46153846],2.294835982717276,0.690446456324355,(0.3630405761548699+0.9044253816589011j)
"(1.92307692, 1.46153846)",[1.92307692 1.46153846],2.4154336070974622,0.6498704496756393,(-0.5876651943580626+0.83151930696159j)
"(2.07692308, 1.46153846)",[2.07692308 1.46153846],2.5396267738185188,0.6132073476818488,(-1.0551386275476498-0.0336444887674344j)
"(2.23076923, 1.46153846)",[2.23076923 1.46153846],2.6669132021072537,0.5800027738832217,(-0.5718457939731224-0.9183652722226049j)
"(2.38461538, 1.46153846)",[2.38461538 1.46153846],2.7968706049067977,0.5498531830699284,(0.45011003563757046-0.9979334198715523j)
"(2.53846154, 1.46153846)",[2.53846154 1.46153846],2.929143502820977,0.5224034309992874,(1.079802069924058-0.17935997110245228j)
"(2.69230769, 1.46153846)",[2.69230769 1.46153846],3.063431959044024,0.49734271626485527,(0.7373387622294233+0.7931324088143191j)
"(2.84615385, 1.46153846)",[2.84615385 1.46153846],3.1994822093471615,0.4743998818150288,(-0.2552215281116345+1.030683660629972j)
"(3.0, 1.46153846)",[3.         1.46153846],3.337078762939103,0.45333869544011013,(-0.9775380289542769+0.33527490355128453j)
"(-3.0, 1.61538462)",[-3.          1.61538462],3.4072668622420146,2.6476512834775514,(-0.37123770724349314-0.0973991529058924j)
"(-2.84615385, 1.61538462)",[-2.84615385  1.61538462],3.2726226804204557,2.6253619823316368,(-0.3132184640254757+0.23440652565836156j)
"(-2.69230769, 1.61538462)",[-2.69230769  1.61538462],3.139743328389389,2.6011731516805536,(-0.022058501864206295+0.39829411369046336j)
"(-2.53846154, 1.61538462)",[-2.53846154  1.61538462],3.0088626523308966,2.5748634350466792,(0.2884048572065908+0.28696508097336154j)
